passengerCount,tripDistance,hour_of_day,day_of_week,month_num,normalizeHolidayName,isPaidTimeOff,snowDepth,precipTime,precipDepth,temperature,totalAmount
1.0,9.4,15,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,44.3
null,14.75,13,4,1,None,false,0.0,6.0,0.0,4.571929824561403,44.8
1.0,3.35,23,4,1,None,false,0.0,1.0,0.0,4.384090909090913,18.96
1.0,3.33,18,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,16.3
1.0,0.47,17,6,1,None,false,0.0,1.0,0.0,3.846428571428569,5.3
1.0,3.07,9,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,16.3
1.0,0.92,23,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,8.97
1.0,1.9,12,4,1,None,false,0.0,1.0,0.0,4.384090909090913,11.8
1.0,0.77,0,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,7.3
null,2.35,2,6,1,None,false,0.0,24.0,254.0,10.943654822335034,14.16
1.0,8.3,18,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,34.3
null,4.28,18,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,18.96
1.0,10.77,2,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,31.3
1.0,1.75,17,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,14.3
1.0,3.75,2,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,19.3
1.0,5.79,14,6,1,None,false,0.0,1.0,0.0,3.846428571428569,33.55
5.0,1.06,19,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,8.3
1.0,5.7,11,2,1,None,false,0.0,6.0,0.0,-2.06875,29.1
1.0,3.26,10,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,23.34
1.0,2.68,20,2,1,None,false,0.0,6.0,0.0,-2.06875,10.3
1.0,8.46,1,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,28.3
1.0,0.94,14,0,1,None,false,0.0,24.0,282.0,2.462499999999998,13.56
null,0.77,15,1,1,None,false,0.0,6.0,0.0,-7.20625,7.8
1.0,0.62,15,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,7.25
1.0,2.15,11,3,1,None,false,0.0,6.0,0.0,3.180645161290322,22.56
1.0,1.98,10,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,12.36
1.0,1.05,13,6,1,None,false,0.0,24.0,254.0,10.943654822335034,6.8
1.0,0.8,9,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,6.96
3.0,0.83,8,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,6.3
1.0,1.2,11,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,9.35
1.0,1.56,15,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,8.3
1.0,0.83,2,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,6.3
1.0,2.77,22,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,12.8
1.0,0.53,4,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,4.8
1.0,15.0,8,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,52.55
1.0,0.56,3,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,5.8
1.0,2.64,17,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,16.3
1.0,1.47,13,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,10.3
1.0,2.04,13,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,16.3
1.0,1.42,2,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,8.3
5.0,2.57,5,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,11.3
1.0,1.63,20,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,11.3
1.0,1.77,21,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,9.8
1.0,4.53,19,0,1,None,false,0.0,24.0,282.0,2.462499999999998,21.96
1.0,2.31,17,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,10.3
1.0,3.9,17,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,19.1
1.0,0.88,9,6,1,None,false,0.0,24.0,254.0,10.943654822335034,6.3
1.0,2.03,13,3,1,None,false,0.0,6.0,0.0,3.180645161290322,11.3
1.0,1.8,11,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,9.3
6.0,20.37,8,3,1,None,false,0.0,6.0,0.0,3.180645161290322,67.8
1.0,1.24,7,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,8.8
1.0,1.35,18,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,10.56
1.0,6.2,22,5,1,None,false,0.0,24.0,102.0,7.808965517241381,3.8
1.0,1.28,23,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,9.36
1.0,4.89,2,6,1,None,false,0.0,24.0,254.0,10.943654822335034,21.96
1.0,1.58,20,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,10.3
1.0,1.46,16,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,11.8
1.0,4.66,15,5,1,None,false,0.0,24.0,102.0,7.808965517241381,18.8
1.0,1.05,17,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,11.16
1.0,3.02,13,4,1,None,false,0.0,6.0,0.0,4.571929824561403,11.8
1.0,15.6,13,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,46.3
1.0,0.4,16,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,6.3
1.0,4.94,22,2,1,None,false,0.0,6.0,0.0,-2.06875,17.3
1.0,4.29,21,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,20.16
1.0,1.47,11,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,9.3
1.0,0.55,21,6,1,None,false,0.0,1.0,0.0,3.846428571428569,5.8
2.0,1.03,14,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,15.3
1.0,2.1,18,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,19.75
null,6.04,1,4,1,None,false,0.0,1.0,0.0,4.384090909090913,28.84
6.0,2.73,9,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,18.96
1.0,6.5,17,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,29.15
1.0,3.33,0,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,12.3
3.0,13.31,15,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,45.43
1.0,1.36,5,6,1,None,false,0.0,24.0,254.0,10.943654822335034,9.75
1.0,3.24,19,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,18.96
1.0,7.6,19,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,27.8
2.0,2.38,20,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,15.8
2.0,2.13,8,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,14.16
1.0,4.08,18,5,1,None,false,0.0,6.0,3.0,6.710273972602741,18.3
1.0,1.33,19,6,1,None,false,0.0,24.0,254.0,10.943654822335034,8.3
5.0,1.05,15,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,6.8
1.0,0.92,18,3,1,None,false,0.0,6.0,0.0,3.180645161290322,9.8
1.0,3.85,8,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,15.3
1.0,2.43,7,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,22.56
1.0,2.8,22,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,15.95
1.0,1.24,22,3,1,None,false,0.0,6.0,0.0,3.180645161290322,8.3
1.0,7.1,17,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,30.36
1.0,2.3,8,5,1,None,false,0.0,24.0,102.0,7.808965517241381,11.8
5.0,0.67,9,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,5.3
2.0,1.74,22,5,1,None,false,0.0,24.0,102.0,7.808965517241381,11.3
1.0,3.42,3,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,15.3
1.0,1.37,14,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,8.3
5.0,0.63,7,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,null
1.0,0.7,14,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,5.3
1.0,0.59,22,2,1,None,false,0.0,6.0,0.0,-2.06875,5.8
1.0,3.6,8,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,23.3
1.0,2.98,16,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,14.3
2.0,1.0,13,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,6.8
3.0,0.75,11,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,7.3
2.0,6.0,21,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,23.8
1.0,0.9,16,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,7.88
1.0,8.2,3,3,1,None,false,0.0,6.0,0.0,3.180645161290322,26.3
1.0,7.9,14,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,53.5
1.0,5.28,3,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,23.16
5.0,6.82,15,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,23.8
1.0,3.55,21,4,1,None,false,0.0,6.0,0.0,4.571929824561403,16.44
3.0,1.3,20,5,1,None,false,0.0,24.0,102.0,7.808965517241381,12.25
1.0,1.54,23,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,9.96
1.0,2.3,1,5,1,None,false,0.0,24.0,102.0,7.808965517241381,10.3
1.0,1.03,9,6,1,None,false,0.0,24.0,254.0,10.943654822335034,6.3
1.0,0.74,23,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,5.8
1.0,1.2,22,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,8.8
1.0,6.1,23,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,29.8
1.0,0.45,8,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,4.8
1.0,2.1,15,0,1,None,false,0.0,24.0,282.0,2.462499999999998,15.3
1.0,0.81,17,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,7.8
5.0,4.86,13,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,22.56
1.0,4.13,22,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,17.3
1.0,4.36,10,1,1,None,false,0.0,6.0,0.0,-7.20625,15.3
3.0,1.4,1,6,1,None,false,0.0,1.0,0.0,3.846428571428569,9.95
1.0,2.1,12,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,12.96
1.0,3.45,14,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,22.8
1.0,0.73,23,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,6.3
1.0,0.61,16,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,7.56
1.0,7.24,23,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,30.38
1.0,2.74,13,5,1,None,false,0.0,1.0,0.0,2.567857142857142,16.0
1.0,1.89,2,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,11.8
1.0,1.88,1,5,1,None,false,0.0,1.0,0.0,2.567857142857142,10.8
1.0,2.62,21,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,13.3
1.0,5.2,0,3,1,None,false,20.47058823529412,1.0,0.0,2.003571428571429,21.35
1.0,2.49,18,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,14.3
1.0,0.73,16,2,1,None,false,0.0,6.0,0.0,-2.06875,8.76
6.0,4.75,1,5,1,None,false,0.0,24.0,102.0,7.808965517241381,21.96
1.0,11.9,0,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,40.84
1.0,2.4,15,1,1,None,false,0.0,6.0,0.0,-7.20625,15.8
3.0,1.5,3,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,9.3
null,0.74,2,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,8.3
1.0,9.04,10,3,1,None,false,0.0,6.0,0.0,3.180645161290322,43.61
3.0,0.55,20,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,6.62
1.0,3.8,20,4,1,None,false,0.0,1.0,0.0,4.384090909090913,16.6
1.0,1.09,23,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,7.8
1.0,0.56,7,1,1,None,false,0.0,6.0,0.0,-7.20625,10.0
null,1.81,15,6,1,None,false,0.0,1.0,0.0,3.846428571428569,8.3
1.0,3.41,19,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,19.3
2.0,3.2,22,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,13.3
1.0,6.48,12,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,25.3
1.0,1.2,9,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,12.3
1.0,2.3,17,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,13.3
1.0,1.18,22,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,8.3
null,1.17,17,4,1,None,false,0.0,1.0,0.0,4.384090909090913,8.8
3.0,2.0,14,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,16.8
3.0,2.44,8,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,19.24
1.0,2.37,14,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,14.12
1.0,5.7,8,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,26.3
1.0,4.2,17,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,19.8
1.0,0.47,12,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,4.3
1.0,2.91,23,2,1,None,false,0.0,1.0,0.0,-0.15357142857142847,13.8
1.0,5.4,8,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,27.0
1.0,1.32,11,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,8.3
5.0,7.72,1,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,26.8
1.0,2.1,2,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,10.8
1.0,0.94,22,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,6.8
1.0,1.02,8,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,8.8
2.0,0.52,5,6,1,None,false,0.0,24.0,254.0,10.943654822335034,6.3
1.0,1.96,7,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,10.56
1.0,3.33,13,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,18.5
1.0,9.47,17,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,41.76
1.0,11.6,11,5,1,None,false,0.0,1.0,0.0,2.567857142857142,34.3
1.0,5.87,23,4,1,None,false,0.0,6.0,0.0,4.571929824561403,24.36
1.0,1.6,16,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,13.8
1.0,13.5,22,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,43.8
1.0,3.04,6,6,1,None,false,0.0,1.0,0.0,3.846428571428569,12.8
1.0,1.06,23,5,1,None,false,0.0,24.0,102.0,7.808965517241381,10.14
null,2.01,4,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,10.3
1.0,3.07,2,5,1,None,false,0.0,24.0,102.0,7.808965517241381,13.3
1.0,1.94,9,2,1,None,false,0.0,6.0,0.0,-2.06875,9.8
1.0,7.21,2,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,22.8
1.0,2.78,14,4,1,None,false,0.0,1.0,0.0,4.384090909090913,12.8
1.0,0.87,18,4,1,None,false,0.0,1.0,0.0,4.384090909090913,6.8
1.0,1.22,14,5,1,None,false,0.0,24.0,102.0,7.808965517241381,6.8
1.0,3.0,22,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,14.3
1.0,3.1,19,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,15.3
1.0,7.5,11,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,22.8
1.0,0.7,9,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,7.8
1.0,1.12,17,4,1,None,false,0.0,1.0,0.0,4.384090909090913,8.3
1.0,0.7,22,5,1,None,false,0.0,1.0,0.0,2.567857142857142,6.3
1.0,7.83,12,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,28.38
1.0,0.88,13,0,1,None,false,0.0,24.0,282.0,2.462499999999998,5.8
5.0,8.38,20,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,25.3
1.0,1.81,1,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,13.56
1.0,5.12,20,4,1,None,false,0.0,1.0,0.0,4.384090909090913,21.8
2.0,3.8,22,4,1,None,false,0.0,1.0,0.0,4.384090909090913,19.55
2.0,4.25,0,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,22.3
1.0,4.35,12,0,1,None,false,0.0,24.0,282.0,2.462499999999998,15.3
1.0,3.61,20,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,18.3
3.0,0.6,21,5,1,None,false,0.0,1.0,0.0,2.567857142857142,6.3
1.0,1.71,10,5,1,None,false,0.0,6.0,3.0,6.710273972602741,7.8
1.0,3.4,8,2,1,None,false,0.0,6.0,0.0,-2.06875,23.75
1.0,0.89,17,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,7.3
1.0,0.98,17,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,9.3
1.0,2.4,9,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,15.35
1.0,3.09,10,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,12.8
1.0,5.01,1,6,1,None,false,0.0,24.0,254.0,10.943654822335034,22.8
1.0,0.88,17,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,11.8
2.0,2.4,14,0,1,None,false,0.0,1.0,0.0,0.12389380530973428,10.8
1.0,7.5,16,4,1,None,false,0.0,6.0,0.0,4.571929824561403,30.8
1.0,1.04,15,0,1,None,false,54.411764705882355,6.0,0.0,-0.3089285714285713,8.3
1.0,1.55,10,5,1,None,false,0.0,6.0,3.0,6.710273972602741,8.8
1.0,2.7,0,6,1,None,false,0.0,24.0,254.0,10.943654822335034,15.3
2.0,0.94,19,4,1,None,false,0.0,1.0,0.0,4.384090909090913,7.8
1.0,0.44,11,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,4.8
1.0,0.2,21,4,1,None,false,0.0,6.0,0.0,4.571929824561403,4.3
1.0,1.3,18,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,9.45
1.0,1.03,3,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,6.3
1.0,0.7,17,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,7.3
1.0,0.46,13,6,1,None,false,0.0,1.0,0.0,3.846428571428569,6.8
1.0,0.77,20,5,1,None,false,0.0,1.0,0.0,2.567857142857142,5.8
1.0,1.84,20,2,1,None,false,0.0,6.0,0.0,-2.06875,10.3
1.0,2.4,16,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,14.8
2.0,1.28,15,4,1,None,false,0.0,1.0,0.0,4.384090909090913,9.49
1.0,3.7,4,5,1,None,false,0.0,24.0,102.0,7.808965517241381,15.8
1.0,2.12,16,4,1,None,false,0.0,1.0,0.0,4.384090909090913,12.8
1.0,2.49,2,1,1,None,false,0.0,6.0,0.0,0.1594594594594597,14.69
1.0,6.3,10,4,1,New Year's Day,true,0.0,1.0,0.0,5.197345132743359,24.35
2.0,1.4,4,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,13.8
null,0.09,22,4,1,None,false,0.0,1.0,0.0,-2.999107142857142,9.0
1.0,17.07,21,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,73.5
1.0,1.2,17,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,8.3
1.0,0.79,2,5,1,None,false,32.8421052631579,24.0,241.0,-2.7437185929648207,7.25
null,1.32,15,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,8.76
1.0,4.56,19,0,1,None,false,0.0,24.0,282.0,2.462499999999998,16.8
2.0,4.66,11,2,1,None,false,0.0,6.0,0.0,-0.8963963963963966,29.21
2.0,1.45,20,2,1,None,false,29.058823529411764,24.0,3.0,6.18571428571429,11.27
1.0,1.53,16,1,1,None,false,43.529411764705884,6.0,0.0,3.5794642857142853,9.3
1.0,0.65,18,6,1,None,false,3.0,24.0,13.0,2.4039473684210493,6.3
null,1.0,4,5,1,None,false,12.722222222222221,6.0,0.0,0.6133928571428571,6.8
1.0,0.87,23,3,1,None,false,0.0,1.0,0.0,-0.040000000000000036,7.56
2.0,4.8,22,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,25.55
1.0,2.27,18,4,1,None,false,0.0,6.0,0.0,4.571929824561403,18.3
3.0,1.61,13,5,1,None,false,0.0,24.0,102.0,7.808965517241381,9.3
1.0,3.56,8,0,1,None,false,0.0,24.0,282.0,2.462499999999998,13.3
1.0,1.15,22,4,1,None,false,15.647058823529413,6.0,0.0,3.3651785714285696,6.8
1.0,0.9,9,0,1,"Martin Luther King, Jr. Day",true,3.0,24.0,13.0,-2.3351145038167944,6.3
1.0,17.9,9,1,1,None,false,0.0,1.0,0.0,-5.393749999999998,52.3
1.0,2.89,15,3,1,None,false,0.0,6.0,0.0,-1.9500000000000008,11.8
1.0,1.69,13,6,1,None,false,67.0909090909091,24.0,462.0,-2.702112676056339,10.8
